run_accession,db,db_version,kma_version,run_date,total_readfragmentCount,refSequence,readCount,fragmentCount,mapScoreSum,refCoveredPositions,refConsensusSum,bpTotal,depthVariance,nucHighDepthVariance,depthMax,snpSum,insertSum,deletionSum,readCountAln,fragmentCountAln
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,aph(3')-Vb_2_AJ744850,8786,8786,23,27,26,27,0.032809,27,1,0,1,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,aph(6)-Ia_1_AY971801,5861,5861,207,139,123,379,1.24626,70,4,55,0,5,5,5
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,aph(7'')-Ia_1_X03615,7700,7700,16,19,18,19,0.018657,19,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,blaACC-3_1_AF180958,468,468,17,17,17,17,0.014805,17,1,0,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,blaCME-1_1_AJ006275,105,105,17,17,17,17,0.018778,17,1,0,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,blaL1_3_EF126059,3721,3721,57,100,87,100,0.101731,0,1,9,4,2,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,blaLEN4_1_AY130287,1267,1267,18,24,22,24,0.028345,24,1,2,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,car(A)_1_M80346,13270,13270,26,50,42,50,0.029282,50,1,8,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,cmlV_1_U09991,12996,12996,70,19,19,76,0.228523,19,4,2,0,0,4,4
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,cmx_1_U85507,2579,2579,56,74,68,74,0.058966,74,1,6,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,crpP_1_HM560971,149,149,16,19,18,19,0.086751,19,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,dfrB7_1_DQ993182,150,150,24,33,30,33,0.119853,0,1,3,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,dldHA2X_1_AL939117,8519,8519,419,391,350,722,0.633993,88,4,97,1,4,8,8
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(36)_1_AF462611,1479,1479,34,17,17,34,0.078763,17,2,0,0,0,2,2
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(38)_1_AY154657,10070,10070,174,204,181,280,0.313929,76,2,33,1,1,3,3
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(39)_1_AY487229,2222,2222,48,87,74,87,0.103624,0,1,13,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(C)_1_V01278,47,47,19,22,21,22,0.029036,22,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(O)_1_M74717,7627,7627,127,110,96,202,0.426421,0,2,25,0,0,2,2
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(R)_1_M11276,11920,11920,17,20,19,20,0.019168,20,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(U)_1_NG_047843,3453,3453,17,20,19,20,0.023324,20,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,erm(V)_1_U59450,8365,8365,65,66,60,83,0.085924,66,2,6,0,0,3,3
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,lsa(B)_1_AJ579365,174,174,17,17,17,17,0.011362,17,1,0,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,mef(A)_2_U83667,148,148,17,17,17,17,0.013763,17,1,0,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,ole(B)_1_L36601,19856,19856,124,113,105,217,0.288575,60,3,25,4,3,4,4
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,ole(C)_1_L06249,17522,17522,1001,480,432,1648,6.92332,19,10,199,6,10,25,25
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,OqxB_1_EU370913,9696,9696,8061,1247,1062,13530,87.9863,144,47,1735,95,14,162,162
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,otr(A)_1_X53401,14087,14087,672,364,319,1137,2.52109,75,8,146,4,5,14,14
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,otr(B)_1_AF079900,15625,15625,36,60,52,60,0.034204,60,1,8,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,otr(C)_1_AY509111,8652,8652,222,179,164,348,0.715263,52,4,33,5,5,5,5
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,POM-1_1_GU002295,3901,3901,36,18,18,36,0.085775,18,2,0,0,0,2,2
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,qepA1_1_AB263754,15709,15709,908,394,349,1523,7.58001,59,14,198,7,3,19,19
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,qepA2_1_EU847537,17560,17560,3028,529,469,5132,81.4357,74,44,663,26,14,60,60
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tcr3_1_D38215,13870,13870,32,53,46,53,0.033252,53,1,7,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet_1_M74049,20454,20454,93,171,148,171,0.08113,175,1,22,1,4,2,2
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet(33)_1_AY255627,2732,2732,17,20,19,20,0.016073,20,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet(43)_1_GQ244501,7574,7574,18,18,18,18,0.011405,18,1,0,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet(49)_1_KR857683,105,105,54,84,74,84,0.066957,84,1,10,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet(C)_2_AY046276,48,48,16,19,18,19,0.015895,19,1,1,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tet(V)_1_AF030344,9298,9298,579,536,469,920,0.990678,26,4,107,4,4,12,12
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tlr(C)_1_M57437,16808,16808,92,121,108,169,0.15037,52,2,15,8,3,3,3
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,tmexD2_1_MN175502,18282,18282,2940,438,388,4913,51.2222,108,51,601,53,23,63,63
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,VanHAX_PT_1_DQ018710,442,442,37,61,53,61,0.022851,61,1,8,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,VanHFX_1_AF155139,929,929,137,227,197,227,0.077791,227,1,30,0,0,3,3
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,VanHOX_1_KF478993,7080,7080,365,553,484,638,0.243771,85,2,84,3,3,8,8
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,vanXmurFvanKWI_1_NZAGAF01000127,2937,2937,59,80,73,80,0.015037,80,1,7,0,0,1,1
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,vanXmurFvanKWI_2_AP008230,5007,5007,108,150,132,174,0.040831,150,2,22,0,0,2,2
ERR1884262,resfinder,20230206,1.4.7,2023-02-07,131474887,vanXmurFvanWI_1_CP001336,1715,1715,105,156,139,156,0.036808,156,1,17,0,0,2,2
ERR209998,resfinder,20230206,1.4.7,2023-02-07,19285,tet(32)_1_EU722333,2,2,67,73,71,73,0.036575,73,1,2,0,0,1,1
ERR209998,resfinder,20230206,1.4.7,2023-02-07,19285,tet(O/W)_1_AM889118,2,2,50,50,50,50,0.025768,50,1,0,0,0,1,1
ERR209998,resfinder,20230206,1.4.7,2023-02-07,19285,tet(Q)_4_Z21523,1,1,73,73,73,73,0.036466,73,1,0,0,0,1,1
ERR209998,resfinder,20230206,1.4.7,2023-02-07,19285,tet(W)_1_DQ060146,3,3,132,132,132,132,0.064023,132,1,0,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,ant(6)-Ia_3_KF864551,17,17,1125,670,669,1134,0.838264,0,4,3,0,0,9,9
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,aph(3')-IIIa_2_AJ490186,9,9,151,151,151,151,0.153861,0,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,cfr(C)_2_CANB01000378,10,10,240,240,240,240,0.155041,0,1,0,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,cfxA3_1_AF472622,69,69,7455,966,966,7464,9.76175,0,17,3,0,0,61,61
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,erm(B)_11_M19270,9,9,30,30,30,30,0.038998,30,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,erm(F)_3_M17808,29,29,2716,801,801,2734,2.96906,0,7,6,0,0,21,21
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,erm(F)_4_M62487,1,1,151,151,151,151,0.152977,0,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,erm(G)_1_M15332,17,17,806,590,590,806,0.596111,0,3,0,0,0,7,7
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,lnu(C)_1_AY928180,19,19,1543,495,491,1597,0.910421,0,5,18,0,0,13,13
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,mef(A)_1_AJ971089,8,8,836,438,429,911,1.43318,0,4,25,0,0,7,7
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,mef(A)_2_U83667,6,6,518,404,396,548,0.483945,0,2,10,0,0,4,4
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,mef(A)_3_AF227520,7,7,142,151,148,151,0.108604,0,1,3,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,mph(A)_2_U36578,3,3,151,151,151,151,0.137072,0,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,msr(D)_2_AF274302,13,13,904,573,565,940,0.91424,0,3,12,0,0,8,8
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,msr(D)_3_AF227520,7,7,429,358,353,453,0.343463,0,2,8,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(32)_2_EF626943,7,7,453,453,453,453,0.180271,0,1,0,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(40)_1_FJ158002,19,19,2062,844,840,2089,2.29398,0,5,9,0,0,15,15
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(M)_1_X92947,6,6,147,150,149,150,0.072021,150,1,1,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(M)_2_X90939,14,14,373,373,373,373,0.15653,0,1,0,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O)_2_M20925,5,5,600,426,426,600,0.424219,27,3,0,0,0,4,4
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O)_3_Y07780,4,4,441,302,299,450,0.33361,148,2,3,0,0,3,3
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O/32/O)_4_AIOQ01000025,3,3,299,206,206,302,0.232551,96,2,1,0,0,2,2
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O/32/O)_5_FP929050,16,16,1327,910,907,1356,0.824128,17,4,7,0,2,9,9
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O/32/O)_6_NG_048124,33,33,2684,1024,1023,2690,3.17394,0,6,2,0,0,19,19
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O/W)_1_AM889118,3,3,298,263,263,298,0.169925,35,2,0,0,0,2,2
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(O/W)-2_1_AY485122,1,1,151,151,151,151,0.072461,151,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(Q)_1_L33696,117,117,14918,1926,1917,15468,7.23164,0,16,166,15,7,107,107
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(Q)_2_X58717,9,9,1140,786,781,1167,0.716455,0,3,9,0,0,8,8
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(Q)_3_U73497,28,28,2627,1095,1054,2971,3.81118,0,7,106,0,7,23,23
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(Q)_4_Z21523,1,1,148,151,150,151,0.072254,151,1,1,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(W)_4_FN396364,6,6,619,326,324,631,0.701888,133,4,4,0,0,6,6
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(W)_5_AJ427422,32,32,3059,1817,1807,3176,0.835608,0,4,31,9,1,23,23
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(W/32/O)_2_AM710602,2,2,299,175,175,302,0.264843,127,2,1,0,0,2,2
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tet(X)_1_GU014535,9,9,151,151,151,151,0.112649,0,1,0,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tetA(P)_2_L20800,14,14,106,151,136,151,0.105263,0,1,15,0,0,1,1
ERR2239761,resfinder,20230206,1.4.7,2023-02-07,498795,tetB(P)_1_NC_010937,22,22,130,151,144,151,0.071139,151,1,7,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,ant(6)-Ia_1_AF330699,57,54,618,568,568,618,0.327659,0,2,0,0,0,7,4
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,aph(2'')-Ia_2_AP009486,283,281,65,39,38,71,0.08915,39,2,2,0,0,2,2
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,aph(2'')-Ib_3_KF652098,107,107,17,17,17,17,0.018532,17,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,blaACI-1_1_AJ007350,75,75,17,17,17,17,0.019488,17,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,blaOXA-356_1_KF297585,74,74,17,17,17,17,0.020039,17,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,blaOXA-85_1_JANA01000064,159,159,19,19,19,19,0.023589,19,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,blaPEDO-2_1_KP109678,177,175,17,17,17,17,0.019421,17,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,blaSPU-1_1_GQ919044,167,163,665,613,600,713,0.381653,0,2,16,0,0,9,5
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,cfr(C)_1_KX686749,47,47,72,72,72,72,0.059169,72,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,cfxA_1_U38243,22,16,1728,578,578,1728,9.72352,33,14,0,0,0,20,14
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,cfxA3_1_AF472622,805,541,61269,966,966,61372,84.6175,0,87,33,0,1,734,472
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,cfxA6_1_GQ342996,79,79,320,145,124,525,2.0324,37,6,61,3,3,6,6
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,erm(B)_10_U86375,4,2,364,300,300,364,0.423396,0,2,0,0,0,4,2
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,erm(B)_18_X66468,128,114,3873,740,737,3936,4.12489,0,9,12,7,0,49,35
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,erm(F)_3_M17808,128,107,4323,801,800,4344,3.88955,0,11,7,0,0,52,31
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,erm(X)_4_NC_005206,14,12,516,420,400,603,0.675703,0,3,29,0,0,7,5
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,lsa(B)_1_AJ579365,189,189,17,17,17,17,0.011362,17,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,lsa(C)_1_HM990671,334,298,7927,1470,1405,9896,7.36835,0,12,627,9,23,112,78
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,mef(A)_2_U83667,251,186,14798,1218,1218,14827,12.7721,0,22,6,3,2,177,112
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,mef(A)_4_HG423652,49,49,91,91,91,91,0.069131,91,1,0,0,0,1,1
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,msr(D)_2_AF274302,404,312,19302,1464,1464,19335,12.8759,22,26,11,0,0,229,137
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,penA_1_AF515059,179,155,5716,852,788,6766,23.4506,0,15,344,6,0,80,58
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(32)_1_EU722333,32,28,1042,852,852,1042,0.450259,4,3,0,0,0,12,8
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(32)_2_EF626943,203,190,3166,1426,1426,3177,1.87607,12,6,1,4,0,39,26
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(37)_1_AF540889,59,56,1648,247,233,1859,17.3473,0,12,63,5,2,24,22
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(M)_10_EU182585,39,36,530,456,455,533,0.280748,77,2,1,0,0,6,3
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(M)_12_FR671418,299,240,11972,1881,1878,12026,10.1035,0,14,18,0,0,143,85
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(M)_13_AM990992,108,97,2039,1044,1044,2039,1.4748,1,5,0,0,0,23,12
ERR2764819,resfinder,20230206,1.4.7,2023-02-07,4770486,tet(M)_2_X90939,31,19,2137,785,785,2143,4.17141,49,10,2,0,0,24,12
